% The multi-feature digit dataset
% -------------------------------
% 
% Oowned and donated by:
% ----------------------
% 
% Robert P.W. Duin
% Department of Applied Physics 
% Delft University of Technology 
% P.O. Box 5046, 2600 GA Delft
% The Netherlands
% 
% email: duin@ph.tn.tudelft.nl
% http : //www.ph.tn.tudelft.nl/~duin
% tel +31 15 2786143
% 
% Usage
% -----
% A slightly different version of the database is used in
% 
% M. van Breukelen, R.P.W. Duin, D.M.J. Tax, and J.E. den Hartog, Handwritten
%      digit recognition by combined classifiers, Kybernetika, vol. 34, no. 4,
%      1998, 381-386.
% 
% M. van Breukelen and R.P.W. Duin, Neural Network Initialization by Combined
%      Classifiers, in: A.K. Jain, S. Venkatesh, B.C. Lovell (eds.), ICPR'98,
%      Proc. 14th Int. Conference on Pattern Recognition (Brisbane, Aug. 16-20),
% 
% The database as it is is used in:
% 
% A.K. Jain, R.P.W. Duin, J. Mao, Statisitcal Pattern Recognition: A Review,
%      in preparation
% 
% Description
% -----------
% 
% This dataset consists of features of handwritten numerals (`0'--`9')
% extracted from a collection of Dutch utility maps. 200 patterns per
% class (for a total of 2,000 patterns) have been digitized in  binary
% images. These digits are represented in terms of the following six
% feature sets (files): 
% 
% 1. mfeat-fou: 76 Fourier coefficients of the character shapes; 
% 2. mfeat-fac: 216 profile correlations; 
% 3. mfeat-kar: 64 Karhunen-Love coefficients; 
% 4. mfeat-pix: 240 pixel averages in 2 x 3 windows; 
% 5. mfeat-zer: 47 Zernike moments; 
% 6. mfeat-mor: 6 morphological features. 
% 
% In each file the 2000 patterns are stored in ASCI on 2000 lines. The
% first 200 patterns are of class `0', followed by sets of 200 patterns
% for each of the classes `1' - `9'. Corresponding patterns in different
% feature sets (files) correspond to the same original character.
% 
% The source image dataset is lost. Using the pixel-dataset (mfeat-pix)
% sampled versions of the original images may be obtained (15 x 16 pixels).
% 
% Total number of instances:
% --------------------------
% 2000 (200 instances per class)
% 
% Total number of attributes:
% ---------------------------
% 649 (distributed over 6 datasets,see above)
% 
% no missing attributes
% 
% Total number of classes:
% ------------------------
% 10
% 
% Format:
% ------
% 6 files, see above.
% Each file contains 2000 lines, one for each instance.
% Attributes are SPACE separated and can be loaded by Matlab as
% > load filename
% No missing attributes. Some are integer, others are real.
% 
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation mfeat

@attribute att1 REAL
@attribute att2 REAL
@attribute att3 REAL
@attribute att4 REAL
@attribute att5 REAL
@attribute att6 REAL
@attribute att7 REAL
@attribute att8 REAL
@attribute att9 REAL
@attribute att10 REAL
@attribute att11 REAL
@attribute att12 REAL
@attribute att13 REAL
@attribute att14 REAL
@attribute att15 REAL
@attribute att16 REAL
@attribute att17 REAL
@attribute att18 REAL
@attribute att19 REAL
@attribute att20 REAL
@attribute att21 REAL
@attribute att22 REAL
@attribute att23 REAL
@attribute att24 REAL
@attribute att25 REAL
@attribute att26 REAL
@attribute att27 REAL
@attribute att28 REAL
@attribute att29 REAL
@attribute att30 REAL
@attribute att31 REAL
@attribute att32 REAL
@attribute att33 REAL
@attribute att34 REAL
@attribute att35 REAL
@attribute att36 REAL
@attribute att37 REAL
@attribute att38 REAL
@attribute att39 REAL
@attribute att40 REAL
@attribute att41 REAL
@attribute att42 REAL
@attribute att43 REAL
@attribute att44 REAL
@attribute att45 REAL
@attribute att46 REAL
@attribute att47 REAL
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.05094054,1.65747440,15.50870111,45.68758609,77.43708364,467.98183367,235.89466741,0.03008035,0.16756866,9.76770551,38.01242209,109.91170024,100.81614736,0.19107254,4.20976200,20.48257832,44.72126188,249.41599917,395.85458685,0.03072654,3.67160938,35.32740330,46.49402188,87.40855159,0.56028173,6.36257454,51.86488461,44.65591971,364.57947767,0.61408536,16.16414704,46.19659374,44.30914006,1.00347028,27.88656642,183.38492821,43.68278414,3.24916377,31.56332581,17.96351753,6.35916091,146.04928618,368.09175482,8.68618300,29.68511946,44.97331847,516.98353288,1
0.03330817,1.00093320,9.93254450,43.91178535,106.20203068,453.09533423,264.79891265,0.02460629,0.90999874,7.65173493,19.70823052,24.49559333,46.07438552,0.11554508,2.65425407,17.85819237,9.76377728,188.68032081,448.40312907,0.11283426,2.30198281,11.14394370,23.71677766,28.15834543,0.34916455,5.30138979,38.81896298,123.76289242,396.99758650,0.33838280,4.18947023,20.15501346,11.68045228,0.83048748,24.57157453,256.23159576,9.22765693,0.76905997,10.63186988,8.52330319,5.92014201,185.26039469,469.33702444,2.60081577,9.09239981,55.07903865,628.20365873,1
0.16354605,0.80759778,31.50888723,127.09265291,115.63322852,489.90865039,82.14610059,0.29683449,2.05548846,32.66600294,86.67437738,79.19404832,22.89041497,0.10164930,9.39726523,74.49824301,45.94879382,254.76824338,243.65802781,0.25309129,11.62858948,64.27746275,66.17775170,75.47117176,1.33876743,27.08931687,33.58804869,107.00098170,331.41391046,1.90892758,27.65611734,41.65866928,68.47317073,4.67318745,17.49042905,283.83061393,86.50614084,5.46579061,17.97760101,9.03450568,3.95014970,220.30848400,366.50587120,3.92298252,33.28242005,67.85789814,581.09007985,1
0.01252945,0.30229779,3.91831412,31.10082848,114.96607565,439.12978083,221.63674910,0.01912017,0.44613360,6.30319276,28.86883931,19.73975408,91.08369114,0.03641102,0.95907743,11.66412847,29.76758893,183.64431379,404.64550455,0.04921674,2.11749713,26.06423009,48.16576823,71.13210039,0.11770287,3.23517879,38.62223895,114.98238679,367.47214977,0.34182571,11.68551868,62.45634377,41.62709082,0.48981018,23.40658733,245.65651348,5.03067831,2.31709206,36.78297060,40.41161213,5.58321720,178.35472084,450.78634096,9.32646733,35.65720583,53.10688422,603.49379247,1
0.06783149,1.80888716,15.92925254,66.29418329,159.82782311,494.71997204,193.64588884,0.09354890,1.98513573,7.99352073,45.65265176,29.81070813,46.07621821,0.21644237,4.45854117,28.69631657,46.62377894,261.32870482,399.30830919,0.25869451,2.89884731,34.02114563,69.57165135,7.69022182,0.60760309,8.43928641,26.81797056,55.94352982,421.84964501,0.48550069,14.53441486,72.78451577,26.18431294,1.26307418,19.15235413,221.20184693,103.51615921,2.84676684,41.45774808,23.47909519,4.93433855,174.94879041,356.75497115,10.50402220,20.59168335,53.87620124,547.24684383,1
0.00315053,0.14815383,4.26623121,33.14542155,131.14947628,458.48206528,264.65383031,0.05754234,1.19127299,2.47677477,25.69627860,85.83052862,89.74820317,0.01961495,1.14923887,14.89800349,37.18349746,217.54798822,462.41666527,0.14739664,0.91243727,10.05356478,55.00564029,56.41277871,0.15510317,4.91464078,33.77512080,73.15387660,405.99923471,0.15370379,2.61860682,27.96839348,24.81664031,0.82151428,21.01432348,207.38432787,15.02046850,0.34685504,10.21772512,18.39039742,5.09345787,156.06605874,455.23945161,1.98580487,15.51724931,46.97195799,607.71086866,1
0.02301684,1.07009815,12.05320796,45.37807383,72.96123631,323.80194131,256.02470448,0.02714105,1.19588439,10.47056641,26.91939873,87.83796603,86.33280913,0.11731605,3.12998830,19.38568547,20.42807179,51.60046678,399.83517512,0.14146386,2.92740184,9.17358103,58.72920824,68.26719997,0.40061178,5.55529499,26.93716570,195.60647074,307.76475279,0.40730900,2.05947864,32.69292786,41.94700340,0.80449673,15.23455247,263.83165650,58.19974676,0.24833958,13.47168200,19.59233470,3.49802416,169.98975896,460.25310622,2.90770775,11.63875549,47.98697138,566.08389370,1
0.01212287,0.75161967,8.15047166,55.98312799,177.77205181,524.70768743,125.85836593,0.00274533,1.82066546,19.98944124,22.01173955,16.88661765,14.46781741,0.08794959,2.37461680,25.51269061,71.70819289,329.03246749,451.54693116,0.23481199,6.44250179,19.34726311,11.36521012,18.22845242,0.32981395,7.61487354,20.61243008,10.83065284,557.58451619,0.98515402,8.70813451,15.27430360,17.74064269,1.13137184,11.56636844,177.05604376,249.79721634,1.73861112,10.05188971,5.78069786,3.24196620,155.34638428,255.87201394,2.72089598,12.07958294,49.41142458,501.62561148,1
0.01639511,0.45319055,6.65718044,33.30210345,108.66472326,475.34993220,227.26255139,0.04034473,0.84801499,1.45322635,21.64214978,29.64283611,43.10066097,0.05229808,1.67306717,12.34155675,13.11891074,251.55784844,395.51979938,0.09385001,0.46304871,19.45187633,26.54546528,39.80806466,0.21002696,3.51507340,35.77734855,31.35891538,374.79069572,0.09383091,8.63602619,42.08325053,12.70601927,0.55168117,22.59899147,174.93634928,69.03707912,1.69778098,25.77779878,19.50297492,5.42149523,139.53323183,327.02776559,6.62117464,23.58088721,42.84481040,475.03506351,1
0.04252126,0.29479582,16.56253768,89.51242719,129.75149864,466.05299871,183.35449405,0.04944685,1.91380581,13.32287927,36.86784498,74.34221697,82.91183619,0.03088299,4.45410716,42.12346162,38.81950605,213.59317079,379.81441509,0.24274069,4.26477328,24.30721142,55.27714169,82.20215174,0.58696698,13.01113214,13.92466660,97.07534964,386.79017186,0.64974820,10.09676679,45.12669934,56.79650992,1.99315759,10.73879536,240.76733606,56.60123591,1.95187320,24.99867198,33.19788126,2.84021774,179.21366618,400.17078138,6.32964247,23.18943495,53.86803906,574.37586479,1
0.03786846,1.38052918,11.79216460,34.55655171,105.77253924,473.48239422,241.99367041,0.04105692,1.00512004,3.82426690,10.04110614,17.42976575,32.04008936,0.15540591,3.10996006,12.13966423,4.66144216,225.27730492,452.95023495,0.12536592,1.28625757,5.01427579,23.34820173,22.34848902,0.40363501,2.86434792,31.48347702,79.10890168,433.33074393,0.20079891,1.72401848,19.80686425,2.86366704,0.34570718,20.31419026,206.20105788,94.84528168,0.29991494,10.10904852,13.90034906,4.88248551,154.23145086,337.91753220,2.40644869,15.73173479,46.28240153,500.40277108,1
0.05432251,1.80365278,18.70602411,64.74206117,72.88544829,461.54777035,360.66223021,0.00370092,0.42706968,4.62756893,16.86571685,23.26641004,57.30532751,0.21494665,5.50920186,40.89779489,87.01030947,223.17608538,561.48759488,0.05017378,1.57243611,12.78148511,23.08869635,41.76008993,0.77512905,15.26437355,88.99250838,75.75004910,489.81967124,0.24903747,5.46247041,23.73283803,21.64496770,2.64850338,45.60629448,216.70404840,81.10227306,1.06615383,13.80251341,7.82911076,10.22349315,165.51832436,409.85453652,3.54052806,12.21589049,50.32121631,584.06734129,1
0.03365763,1.30001129,16.42107520,57.19999370,82.16157923,477.34737128,236.60247234,0.06411329,1.67988992,9.57523297,37.66180808,79.19799169,148.16973150,0.15160256,4.55541982,27.28147705,17.02290475,228.23757050,467.84266910,0.20567251,2.58596273,23.99611783,32.70395423,118.85697301,0.61406780,8.49470448,34.98051822,94.96754914,471.14801762,0.35074601,10.21662237,48.11007876,52.22667015,1.30787988,21.03211803,250.93464567,98.68632846,2.02356027,31.90240564,15.20679963,4.98266923,189.44008502,412.67326132,8.54504021,29.02746638,57.33967135,613.96247602,1
0.02705498,0.85671415,7.91252847,28.53999302,76.47067976,467.99466437,240.04704658,0.03454175,0.71027720,1.62095765,15.82155129,54.51337235,117.33961467,0.09741202,1.96203227,7.21338007,26.51978784,210.68433843,452.65697167,0.09007881,0.64585347,6.99899806,26.26663497,79.20160944,0.24266328,0.82051363,51.21302233,110.10247209,430.14516462,0.11134352,2.49494428,11.87243726,42.49113541,0.05779276,29.15819528,245.54853447,65.57438348,0.47456232,7.04975725,39.29566909,6.75979747,180.35559448,404.08861281,2.03724022,34.58380004,53.93302646,575.37058519,1
0.05031856,2.26561507,28.94919290,86.99558379,129.58946645,506.68792600,147.23253762,0.16996240,4.05863693,15.36993229,14.87927218,22.90388512,42.39872482,0.27748754,8.55659449,45.92766551,24.01309615,255.49399686,355.58718566,0.52952410,4.73484418,21.11190666,41.47676892,45.18305792,1.20995867,15.65559817,36.74966524,102.09460780,420.92675467,0.72361359,11.34934107,65.12437426,28.20657167,2.59416141,24.52283709,285.62036217,118.52003726,2.48605531,42.08822814,29.24954004,6.07165895,220.93389005,376.42161257,11.28827411,32.67435736,67.84992161,599.63693905,1
0.04726498,1.76294649,17.15131693,41.59228488,97.30165585,473.48242497,227.79135744,0.10416335,1.58877588,8.08295049,40.15584369,42.98854833,55.20937215,0.20689270,4.74041234,20.99271407,38.84886260,221.04568569,424.58661212,0.19801817,2.60767390,23.93491841,5.42119288,56.56819378,0.64004070,7.27282955,59.43447097,104.80747285,418.08635741,0.40352659,9.37541268,18.02235518,37.87116535,1.23488513,33.80468252,255.39470887,71.31992176,1.76560428,14.16409355,24.86624578,7.88066297,191.59736635,400.36478194,4.02638357,24.44997278,57.93863285,582.18825217,1
0.04227549,0.32528718,12.02907066,89.69147520,185.85500440,513.71506263,218.45257380,0.05054642,1.42045128,9.26914176,12.98991518,39.40739299,61.69029901,0.03807756,3.40816966,46.25476601,104.12023402,315.30529326,507.45477938,0.17693059,2.83299631,8.97739761,23.34418124,60.71925265,0.46536515,15.27099616,59.22269179,36.64019915,541.94373787,0.41745185,3.55573032,12.04132578,55.65020140,2.45340870,26.82256957,169.79267538,170.00006192,0.65531885,5.92369750,45.52406629,5.93377839,146.58292781,358.57251313,1.54544858,29.78785258,46.38478586,581.88585849,1
0.09631982,3.29413973,27.21408459,57.40954769,111.86250781,493.50152152,156.29600576,0.16427355,2.28540994,11.57559336,46.32079895,25.57561143,85.93631368,0.39583954,7.87277986,29.41065755,18.45915103,264.06116485,369.69085565,0.30585115,4.28770902,34.04471577,39.82097409,54.37768783,1.09910824,10.34623094,57.66219621,66.16970467,427.66601645,0.71861641,14.60968966,41.06785507,36.43633615,1.78251137,35.34892878,243.32006068,147.74598831,2.88329069,24.06599914,22.62164677,8.49389087,193.13378445,299.79275990,6.25306422,10.89590961,59.76824790,505.64851662,1
0.04116869,1.35332998,23.49785257,108.80488982,149.50121010,480.40730350,159.02380289,0.01483562,1.22811619,10.07571358,19.42785007,53.04757830,68.08499928,0.15952242,6.41405790,52.28358156,57.46274196,236.33800764,384.62338324,0.15464884,3.19210978,11.00257169,36.73611692,34.34811658,0.85432862,16.40594050,13.83907891,74.17893115,417.04261126,0.48464850,4.10911715,23.39320218,18.49273175,2.54317210,6.78006346,215.45483073,109.18999610,0.75060029,10.96638055,33.30284473,1.97087828,163.91839086,333.63160441,2.56270825,29.81316584,49.59437048,515.52196078,1
0.02796501,1.79580317,21.89560861,75.81432629,144.10666142,514.13686886,253.24424287,0.09304680,2.51809223,19.03229622,48.26106082,35.91268382,46.04671218,0.22282081,6.56094152,40.07380730,41.38776675,308.05240540,477.53479622,0.32119528,5.94217778,31.46064321,24.94644117,79.05919002,0.93605621,13.78278825,44.11286456,47.99756418,499.02646628,0.89145639,12.30087629,32.34481189,56.25994285,2.29966381,28.11975527,221.45355680,138.71935413,2.26799117,20.77874418,7.37309319,6.92883047,184.44864364,388.27380035,5.55240932,22.28844997,58.05720355,613.97149181,1
0.01656701,0.71645731,9.27463415,49.18556807,129.82298375,452.84269626,174.71474484,0.00629730,0.44222232,3.36614304,22.80757620,55.31045364,85.99255619,0.08160403,2.40438315,18.92949599,18.61844583,210.68660277,346.97142799,0.04740967,0.51589918,17.12849587,41.63144732,55.17050224,0.30972836,5.16607226,29.23855930,87.94811032,325.31027126,0.03191206,7.44841888,47.04821707,47.82720888,0.74902464,20.64051240,227.51202153,10.18674723,1.47065633,27.79764842,65.18861863,5.13821734,170.31948070,444.62433912,7.08945562,51.88350818,51.29807263,590.63142348,1
0.02502067,1.10353651,13.40960095,38.51208959,59.85917747,391.96370657,269.40758066,0.02336788,0.38018511,5.92787860,17.56381123,12.27195338,17.04138804,0.12556856,3.58247981,20.78138389,45.30486634,120.84255222,423.85870363,0.04411062,1.67599309,10.81043295,13.56968412,14.99834278,0.47094794,7.30987377,58.97502461,162.85946843,359.37784906,0.23351203,4.11082051,12.05957533,15.65467652,1.23167017,31.04715873,261.39815383,9.16827113,0.74517307,6.45816575,10.73087415,6.94834975,177.90004650,404.45986550,1.58356339,5.92236205,51.52996575,536.51343554,1
0.01197433,0.83142845,13.04910268,33.71133194,52.92346500,370.45883342,255.76932801,0.02440315,0.12842317,9.19805076,34.70165231,28.16248385,62.71291832,0.09258596,3.37029053,14.13972552,62.46131259,86.37726444,417.76536488,0.01173004,2.58888878,19.84146704,11.85170940,57.17591028,0.43038084,3.98411171,56.95499291,204.18370346,350.52120275,0.36091582,7.28101508,0.55938697,43.23469668,0.56884217,27.19822467,287.31260800,9.33365577,1.29891569,2.25523731,28.21170355,5.81869869,188.37735929,429.36215234,0.87408101,14.49457153,53.66012913,557.76698681,1
0.01685473,0.81423279,11.07825179,46.12154281,35.02862845,237.74907721,261.91768147,0.05529651,1.18347829,9.25706360,38.35099357,53.21999342,82.84550918,0.09531931,3.21163073,30.15353172,108.76817094,30.05486850,321.07020512,0.14873514,2.83564392,21.58318739,34.01929619,78.95504842,0.44511635,11.19614069,95.79296881,264.67864074,176.16193363,0.41958868,7.81341438,25.62966582,38.56189349,1.91933994,45.21263009,316.79862930,196.48823136,1.37900276,13.57073144,6.42805288,9.66657317,198.97660431,573.10903128,3.33407635,18.34395484,55.81510236,638.30097987,1
0.03256191,0.77812023,5.81432614,42.09328812,49.74809348,349.46350533,255.92709176,0.04469543,1.40386560,12.96889912,43.94458349,58.02864979,51.96725059,0.08571092,1.51216141,25.50446529,101.24026582,110.66385410,353.88402550,0.16900348,3.79675452,24.93461004,34.99381638,58.80410637,0.19710844,9.27251498,94.50826903,146.46924062,294.59453446,0.54470546,9.22064759,26.67101560,46.65938781,1.57457717,45.63845748,246.10353158,3.24670013,1.66057272,15.59922849,11.85619359,9.85969716,170.50867954,348.60293119,4.09984524,9.95962449,49.89175109,464.51651416,1
0.06570716,1.85350654,16.11688695,72.17901702,141.96327752,494.75121529,171.40937330,0.05438466,0.27682192,9.61681595,34.76682499,44.01279695,33.10719489,0.22541341,4.81826172,39.91337879,61.56561072,240.31877310,383.00403321,0.02042537,3.20738784,27.33660970,32.25578098,54.17269766,0.68516975,14.04091435,65.72678563,97.55381350,400.13472454,0.50608162,11.84342125,33.46991257,52.71731526,2.36883320,37.43187893,260.46960937,62.63340037,2.32648534,20.59567389,31.74289628,8.84408088,198.99639976,418.25180804,5.44282485,13.77013654,60.69121532,607.41590109,1
0.02801773,0.33388461,4.80768080,24.72573941,60.71111233,424.99475417,232.31537797,0.06148194,1.58769754,5.05077773,16.37052147,74.49205929,129.45699172,0.03758445,1.23982773,8.40800269,30.43790356,160.17143828,413.73862330,0.18845977,1.35886285,21.67357094,14.28925909,126.64065561,0.15821184,1.84504115,49.32238922,144.41957707,381.89318879,0.19593600,10.62603196,48.22785688,83.64003746,0.19970830,27.26985782,271.38365288,22.65887589,2.18345797,33.03904547,46.95949439,6.24744120,192.85435775,437.87668283,8.86893204,34.32574622,57.00783675,598.58226956,1
